name,win_rate,pick_rate,ban_rate,meta_score,tier
大司命,49.78%,1.16%,7.04%,55.20495511951799,A
白龍,47.19%,1.30%,6.20%,50.43845035402613,B
瀾,49.71%,1.61%,3.93%,53.83188363242029,B
妲己,50.46%,3.13%,0.55%,54.819894949109866,B
后羿,52.57%,3.04%,0.13%,59.39039599349747,A
阿軻,52.99%,1.05%,3.75%,59.90419236082411,A
アンジェラ,49.44%,2.28%,0.79%,52.301691653704246,B
典韋,53.87%,2.05%,0.74%,62.430587612286864,S
マルコ・ポーロ,48.14%,2.22%,0.20%,49.46607046462568,C
夏侯惇,52.29%,2.19%,0.20%,57.96097362139911,A
啓,53.33%,1.92%,0.36%,60.3419028031554,S
蒼,48.28%,1.77%,0.56%,49.09859402579749,C
ミレディ,49.09%,1.83%,0.42%,50.55039584785239,B
少司縁,49.17%,1.27%,1.44%,50.10283736472162,B
瑶,49.79%,1.57%,0.74%,51.496537764249055,B
孫尚香,46.71%,1.88%,0.04%,46.507235470955756,C
李信,52.48%,1.73%,0.15%,57.48741832115464,A
虞美人,51.50%,1.75%,0.07%,55.08179140484513,A
大喬,49.42%,1.28%,0.94%,50.21774084551053,B
ルアンナ,53.14%,1.65%,0.17%,59.05926763794727,A
魯班7号,50.86%,1.64%,0.07%,53.37822774665582,B
孔明,49.07%,1.63%,0.09%,49.79652446493684,C
張良,50.43%,1.27%,0.78%,52.079572317331376,B
小喬,49.62%,1.64%,0.03%,50.80635999837723,B
蔡文姫,51.38%,1.41%,0.47%,54.27002996750177,B
エリン,51.30%,1.60%,0.08%,54.267977904505706,B
王昭君,51.55%,1.56%,0.08%,54.74547662934867,B
貂蝉,52.10%,1.46%,0.15%,55.86874055399809,A
墨子,49.09%,1.29%,0.45%,49.2616206035334,C
ドリア,47.31%,1.41%,0.18%,46.37588407498217,C
蘭陵王,47.90%,0.64%,1.67%,46.888406219589655,C
東皇太一,48.44%,1.03%,0.68%,47.701416496639695,C
ナコルル,50.34%,1.29%,0.07%,51.40795852011044,B
司馬懿,53.73%,0.93%,0.66%,59.421301773677676,A
アーサー,48.32%,1.24%,0.03%,47.47423207249936,C
