name,win_rate,pick_rate,ban_rate,meta_score,tier
妲己,51.32%,2.18%,4.15%,58.697531581996294,A
ミレディ,49.95%,1.62%,4.93%,55.329061854514414,A
アンジェラ,51.42%,2.53%,3.09%,58.49343080512993,A
大司命,47.37%,1.06%,5.11%,49.57412545840454,C
張良,51.29%,0.80%,4.84%,56.200081934275175,A
白龍,48.05%,1.53%,3.32%,50.46517838711087,B
后羿,49.99%,2.98%,0.22%,53.51133805508779,B
Haya,49.81%,1.09%,3.11%,52.39286665253732,B
李信,52.93%,1.80%,1.30%,59.907918468623514,A
王昭君,50.87%,2.02%,0.45%,54.682789666218476,B
蔡文姫,50.33%,1.22%,1.81%,52.779100105542646,B
孫尚香,48.38%,2.02%,0.15%,49.64868016265759,C
小喬,48.75%,2.01%,0.17%,50.28845908065141,B
東皇太一,48.47%,0.77%,2.40%,48.72290533341413,C
ドリア,45.92%,1.72%,0.48%,45.615293807377384,C
マルコ・ポーロ,49.51%,1.77%,0.29%,51.32331495339663,B
墨子,49.65%,1.28%,1.20%,51.11146461562817,B
Chicha,50.45%,1.61%,0.47%,52.981177756685575,B
ルアンナ,53.19%,1.65%,0.19%,59.4576405958312,A
瑶,48.31%,1.08%,1.25%,48.24100695052714,C
エリン,51.60%,1.60%,0.16%,55.27502335901152,A
虞美人,52.42%,1.59%,0.18%,57.27225598870959,A
少司縁,48.80%,1.15%,1.07%,49.12066339305434,C
アーサー,51.81%,1.58%,0.16%,55.72612652977552,A
孔明,49.52%,1.53%,0.26%,50.776160967540605,B
カイザー,51.02%,1.57%,0.14%,53.86683169801926,B
魯班7号,50.62%,1.54%,0.14%,52.92679827342572,B
伽羅,53.78%,1.43%,0.28%,60.670821705598684,S
呂布,47.90%,1.40%,0.17%,47.53818157519758,C
孫悟空,50.33%,1.32%,0.27%,51.87269964813335,B
張飛,49.19%,1.21%,0.30%,49.39484557654798,C
夏侯惇,51.40%,1.24%,0.23%,53.9779712639977,B
女媧,52.37%,1.03%,0.50%,56.02175166471972,A
宮本武蔵,51.19%,1.14%,0.20%,53.23307362740072,B
瀾,48.86%,0.97%,0.51%,48.39163934974488,C
ミーユエ,50.22%,0.79%,0.86%,50.887311168463945,B
公孫離,46.72%,0.94%,0.41%,44.81381350171468,D
甄姫,51.16%,1.10%,0.06%,52.96526220632162,B
元流の子（マークスマン）,52.26%,1.08%,0.06%,55.52984218837018,A
鐘馗,49.88%,0.91%,0.37%,50.07452093733229,B
大喬,48.53%,0.85%,0.43%,47.50165339766716,C
阿軻,52.14%,0.62%,0.87%,54.931183610776976,B
典韋,51.73%,0.92%,0.24%,54.01389798864896,B
荘子,49.34%,0.59%,0.91%,48.86570789234335,C
黄忠,50.81%,1.00%,0.04%,51.94771620106556,B
李元芳,51.26%,0.97%,0.04%,52.87962359775721,B
曜,49.89%,0.93%,0.05%,49.89643769818914,C
アレッシオ,51.92%,0.93%,0.04%,54.34114246197978,B
姫小満,46.94%,0.89%,0.13%,44.81935034989079,D
バイロン,48.89%,0.89%,0.10%,47.96789293934942,C
太公望,51.27%,0.88%,0.10%,52.756982852819945,B
李白,52.16%,0.84%,0.18%,54.850556693612376,B
劉禅,49.09%,0.85%,0.17%,48.3011280673261,C
ハイノ,47.88%,0.83%,0.18%,46.188219935261756,C
ユンエイ,53.07%,0.86%,0.09%,57.18753808288735,A
ガルダ,50.97%,0.89%,0.04%,52.061325433189005,B
孫策,49.64%,0.89%,0.03%,49.30942383043126,C
廉頗,51.07%,0.85%,0.09%,52.23945893892729,B
蘭陵王,49.82%,0.53%,0.70%,49.54262772893967,C
百里守約,50.96%,0.83%,0.09%,51.95660726381134,B
仁傑,51.30%,0.86%,0.02%,52.72478638794016,B
不知火舞,48.19%,0.79%,0.17%,46.61364265297097,C
シャルロット,49.12%,0.82%,0.08%,48.22974336566677,C
貂蝉,47.54%,0.78%,0.09%,45.48472349593134,C
項羽,50.72%,0.77%,0.04%,51.28341777846253,B
アレン,50.59%,0.76%,0.04%,50.98753679179056,B
扁鵲,50.88%,0.70%,0.12%,51.56612709367966,B
Yango,48.82%,0.59%,0.32%,47.474511658803316,C
棋星,51.48%,0.72%,0.04%,52.891078835338206,B
ルナ,48.78%,0.56%,0.35%,47.38212320886495,C
蒼,50.59%,0.69%,0.07%,50.887429693943105,B
西施,49.97%,0.58%,0.23%,49.55834698312855,C
元流の子（タンク）,49.06%,0.65%,0.08%,47.81924508005334,C
元流の子（メイジ）,51.18%,0.63%,0.07%,52.079207580747024,B
アタ,53.51%,0.63%,0.05%,57.96907187164407,A
韓信,53.86%,0.54%,0.22%,58.974997449314486,A
影,50.56%,0.59%,0.06%,50.6575442812432,B
周瑜,50.75%,0.60%,0.02%,51.048296657722844,B
バタフライ,52.39%,0.57%,0.06%,54.875683118984796,B
趙雲,52.81%,0.57%,0.02%,55.93518446601322,A
ナコルル,50.31%,0.54%,0.05%,50.05551411075008,B
