name,win_rate,pick_rate,ban_rate,meta_score,tier
アンジェラ,52.17%,2.37%,3.43%,60.402265857985945,S
妲己,50.84%,2.31%,3.22%,57.08752006401776,A
大司命,47.36%,1.09%,5.23%,49.718750200815315,C
ミレディ,49.02%,1.76%,3.76%,52.99420526903015,B
白龍,48.34%,1.50%,4.16%,51.50668368833836,B
張良,50.86%,0.78%,4.88%,55.234905563524364,A
后羿,49.63%,3.01%,0.20%,52.80003502570344,B
溟月,49.81%,0.97%,3.06%,52.08256747695284,B
李信,52.81%,1.73%,1.27%,59.41890886146818,A
東皇太一,48.65%,0.77%,3.18%,49.61962913094694,C
王昭君,51.11%,1.96%,0.53%,55.171858208962796,A
マルコ・ポーロ,50.47%,1.96%,0.29%,53.606400253466745,B
蔡文姫,50.04%,1.21%,1.75%,52.11863196120265,B
小喬,48.61%,1.92%,0.16%,49.87991872548952,C
ドリア,46.09%,1.74%,0.50%,45.901400210336426,C
アレン,50.77%,1.77%,0.16%,53.78303388727855,B
孫尚香,48.42%,1.77%,0.09%,49.20668799879618,C
ルアンナ,53.32%,1.70%,0.19%,59.92956174573163,A
墨子,49.74%,1.23%,1.09%,51.079467206991346,B
チーシャ,50.38%,1.53%,0.38%,52.57810988356046,B
カイザー,52.01%,1.64%,0.14%,56.33480797281835,A
瑶,48.49%,1.09%,1.24%,48.56373338086531,C
虞美人,51.87%,1.59%,0.17%,55.90141783338417,A
魯班7号,50.34%,1.59%,0.14%,52.45806426694804,B
張飛,49.63%,1.37%,0.58%,50.832681456986016,B
エリン,51.47%,1.56%,0.16%,54.87747332305347,B
少司縁,48.24%,1.11%,1.04%,48.03638071595353,C
アーサー,50.80%,1.53%,0.15%,53.296726579489665,B
孔明,48.88%,1.43%,0.23%,49.3269479980899,C
伽羅,53.32%,1.40%,0.26%,59.269053626044176,A
夏侯惇,51.64%,1.29%,0.24%,54.66856885747563,B
孫悟空,49.73%,1.25%,0.26%,50.48699898196282,B
呂布,48.19%,1.26%,0.20%,47.6883043586399,C
典韋,51.99%,1.09%,0.30%,55.06541872567865,A
姫小満,46.70%,1.13%,0.23%,45.082665067043216,C
宮本武蔵,51.06%,1.10%,0.19%,52.83928229378715,B
女媧,52.00%,0.95%,0.47%,54.90109162328398,B
瀾,48.59%,0.93%,0.47%,47.80001835663513,C
ミーユエ,50.17%,0.75%,0.75%,50.629349390803455,B
鐘馗,50.25%,0.93%,0.39%,50.87653453317034,B
荘子,49.97%,0.64%,0.96%,50.19770159247604,B
甄姫,51.30%,1.08%,0.05%,53.22739654929888,B
元流の子（マークスマン）,52.34%,1.07%,0.06%,55.70788685107963,A
大喬,48.80%,0.87%,0.44%,48.0217508949415,C
公孫離,47.08%,0.89%,0.38%,45.21448868023594,C
ユンエイ,52.72%,0.98%,0.11%,56.52017540672446,A
李元芳,50.57%,1.00%,0.04%,51.433414477640355,B
阿軻,52.02%,0.60%,0.81%,54.560073802257385,B
ハイノ,48.75%,0.88%,0.18%,47.758580548882115,C
アレッシオ,51.54%,0.93%,0.04%,53.437549858250556,B
廉頗,51.14%,0.89%,0.09%,52.47666045845186,B
シャルロット,50.26%,0.88%,0.11%,50.58296146665904,B
ガルダ,51.35%,0.90%,0.04%,52.93550236658406,B
太公望,51.05%,0.86%,0.10%,52.222430928561835,B
バイロン,48.42%,0.84%,0.09%,47.03800475296859,C
不知火舞,48.73%,0.79%,0.16%,47.53210893099831,C
蘭陵王,49.13%,0.54%,0.65%,48.20934594568267,C
劉禅,49.43%,0.81%,0.10%,48.80219131560204,C
百里守約,51.30%,0.81%,0.08%,52.671877594764005,B
孫策,49.48%,0.84%,0.03%,48.90258645045674,C
元流の子（タンク）,48.53%,0.79%,0.11%,47.14581502738157,C
仁傑,51.44%,0.83%,0.02%,52.98660815443002,B
貂蝉,48.39%,0.78%,0.09%,46.87212041956482,C
項羽,51.18%,0.77%,0.04%,52.29519312453311,B
棋星,51.92%,0.72%,0.04%,53.93423124737675,B
ナコルル,50.52%,0.68%,0.07%,50.72269236621184,B
李白,52.37%,0.62%,0.18%,54.99005287041359,B
蒼,50.01%,0.68%,0.07%,49.6751875192787,C
ルナ,48.98%,0.54%,0.32%,47.68889506639716,C
西施,50.36%,0.57%,0.24%,50.34422931712653,B
アタ,53.82%,0.66%,0.05%,58.91150177834677,A
扁鵲,50.02%,0.63%,0.10%,49.63686538008019,C
曜,51.06%,0.62%,0.05%,51.78016804503855,B
鏡,45.47%,0.53%,0.23%,42.261269754301935,D
趙雲,52.67%,0.61%,0.02%,55.62663569261645,A
韓信,54.06%,0.51%,0.20%,59.51321751589598,A
元流の子（メイジ）,51.08%,0.58%,0.07%,51.77921198079045,B
影,49.94%,0.58%,0.05%,49.3636163541398,C
バタフライ,52.51%,0.57%,0.06%,55.18231407393196,A
元歌,49.75%,0.48%,0.23%,48.986371733902466,C
黄忠,50.83%,0.57%,0.02%,51.17694855827282,B
周瑜,50.82%,0.56%,0.02%,51.14077203540338,B
ナタク,52.11%,0.53%,0.07%,54.12515418300154,B
ラプール,55.44%,0.52%,0.04%,63.84838760391989,S
啓,53.01%,0.51%,0.03%,56.39385329749589,A
干将・莫耶,50.74%,0.46%,0.13%,50.91588002512784,B
漸離,50.33%,0.46%,0.07%,50.005754700029556,B
明世隠,50.59%,0.46%,0.03%,50.520248730006635,B
アグド,52.07%,0.45%,0.04%,53.89944672478557,B
楊貴妃,50.55%,0.46%,0.02%,50.42805620871333,B
ファーティフ,51.32%,0.44%,0.05%,52.117188822407584,B
蒙牙,54.04%,0.45%,0.01%,59.2333742283333,A
白起,52.31%,0.43%,0.05%,54.48010885387833,B
ハロルド,51.42%,0.42%,0.07%,52.337531817150065,B
孔子,52.93%,0.41%,0.08%,56.09060123341595,A
劉備,54.86%,0.42%,0.04%,61.77949877063679,S
上官婉児,48.83%,0.41%,0.04%,47.04344928805055,C
鐘無艶,51.53%,0.41%,0.03%,52.55074500363709,B
ムーラン,51.38%,0.39%,0.04%,52.18825940732128,B
関羽,48.03%,0.36%,0.11%,45.67181851327545,C
橘右京,51.20%,0.37%,0.02%,51.741358623898556,B
孫臏,50.10%,0.36%,0.03%,49.38900918870565,C
鬼谷子,51.26%,0.24%,0.26%,51.927434781365086,B
タイガー,53.21%,0.30%,0.11%,56.75599417665743,A
楊戩,51.40%,0.32%,0.02%,52.14393454103479,B
雲中君,52.49%,0.23%,0.01%,54.700213438677935,B
達磨,51.96%,0.22%,0.01%,53.36713447531922,B
司馬懿,46.42%,0.22%,0.02%,43.02555786876341,D
劉邦,49.38%,0.22%,0.01%,47.83425410445468,C
モンキ,52.24%,0.21%,0.02%,54.05688091649325,B
百里玄策,52.06%,0.18%,0.02%,53.585443842991005,B
アテナ,54.55%,0.07%,0.00%,60.43685497674181,S
