name,win_rate,pick_rate,ban_rate,meta_score,tier
妲己,51.30%,2.28%,4.26%,58.85784048361275,A
白龍,48.56%,1.47%,5.33%,52.687589302604366,B
アンジェラ,51.48%,2.29%,2.98%,58.322920731091344,A
大司命,46.95%,1.25%,4.82%,49.18224163930865,C
張良,51.02%,0.78%,4.90%,55.601448431980465,A
ミレディ,49.09%,1.97%,1.97%,52.18161104214329,B
后羿,48.71%,2.77%,0.19%,50.99890869547715,B
魯班7号,53.56%,2.40%,0.31%,61.79689085225879,S
李信,52.24%,1.86%,1.32%,58.2544453400741,A
溟月,50.20%,0.92%,2.99%,52.70310268750344,B
東皇太一,47.71%,0.78%,3.22%,48.10034966752367,C
夏侯惇,53.65%,2.04%,0.56%,61.789729752366256,S
マルコ・ポーロ,49.88%,2.12%,0.30%,52.666622670155334,B
王昭君,51.22%,1.95%,0.61%,55.46155347666647,A
蔡文姫,50.43%,1.28%,1.86%,53.1731141874891,B
ドリア,46.04%,1.83%,0.51%,46.026989011842176,C
孫尚香,47.79%,1.94%,0.09%,48.49312488272981,C
小喬,48.70%,1.85%,0.15%,49.89805966293055,C
墨子,49.81%,1.24%,1.07%,51.22608253170929,B
瑶,48.48%,1.15%,1.21%,48.66702027353366,C
チーシャ,50.64%,1.50%,0.37%,53.04510697978048,B
カイザー,51.18%,1.59%,0.16%,54.28625435973253,B
ルアンナ,52.66%,1.55%,0.19%,57.8037235654308,A
少司縁,48.49%,1.11%,1.03%,48.453475022396155,C
孫悟空,49.74%,1.46%,0.28%,51.04442730524743,B
虞美人,51.90%,1.50%,0.18%,55.76575095769539,A
エリン,51.43%,1.48%,0.16%,54.59147531766863,B
孔明,49.42%,1.42%,0.22%,50.28674477666625,B
アーサー,49.99%,1.43%,0.14%,51.35857284475025,B
伽羅,52.35%,1.19%,0.23%,56.14760627913812,A
張飛,50.00%,1.11%,0.36%,50.75402104921205,B
瀾,48.61%,1.03%,0.47%,48.05498987837908,C
呂布,48.51%,1.18%,0.14%,47.98889917557105,C
鐘馗,49.98%,0.99%,0.45%,50.50558232853574,B
典韋,50.82%,1.04%,0.31%,52.26236635076357,B
宮本武蔵,51.16%,1.10%,0.19%,53.062762206321615,B
荘子,50.17%,0.66%,1.04%,50.69266652219239,B
大喬,49.23%,0.93%,0.49%,48.96302919481167,C
ハイノ,47.92%,1.02%,0.24%,46.699385612913545,C
ミーユエ,49.75%,0.72%,0.71%,49.70951914864539,C
甄姫,51.16%,1.04%,0.05%,52.818167596837675,B
元流の子（マークスマン）,51.86%,1.02%,0.06%,54.40869008622735,B
李元芳,50.46%,1.00%,0.04%,51.2017864888691,B
女媧,51.41%,0.82%,0.38%,53.16801879089514,B
アレン,50.28%,0.97%,0.08%,50.79189392052522,B
阿軻,52.14%,0.60%,0.78%,54.83306673589926,B
ユンエイ,52.93%,0.90%,0.11%,56.90612248819139,A
公孫離,46.90%,0.78%,0.34%,44.70271812190758,D
廉頗,50.77%,0.88%,0.10%,51.64948402504222,B
蘭陵王,49.54%,0.56%,0.72%,49.05749508262669,C
劉禅,49.24%,0.85%,0.11%,48.53209798052843,C
アレッシオ,51.35%,0.87%,0.04%,52.87407784762465,B
貂蝉,48.36%,0.84%,0.10%,46.943349551203085,C
太公望,51.06%,0.83%,0.10%,52.18536351406238,B
孫策,48.42%,0.86%,0.03%,47.032714360817366,C
バイロン,47.95%,0.82%,0.09%,46.21497215942856,C
百里守約,51.58%,0.81%,0.09%,53.32613382242496,B
不知火舞,48.56%,0.77%,0.16%,47.19806585837036,C
シャルロット,49.95%,0.81%,0.07%,49.78805951212522,C
カルラ,51.34%,0.82%,0.04%,52.75238222409321,B
上官婉児,47.83%,0.80%,0.07%,45.96737883706057,C
元流の子（タンク）,48.17%,0.77%,0.13%,46.51317401192808,C
項羽,50.72%,0.79%,0.04%,51.32054236033145,B
仁傑,51.25%,0.77%,0.02%,52.438279958522784,B
李白,52.27%,0.68%,0.17%,54.82677487475013,B
ルナ,48.84%,0.58%,0.32%,47.495261539010556,C
ナコルル,51.06%,0.69%,0.07%,51.90836240927054,B
西施,50.83%,0.59%,0.26%,51.38642677747573,B
扁鵲,49.93%,0.66%,0.11%,49.512748934352274,C
棋星,51.84%,0.69%,0.04%,53.689741341065954,B
アタ,53.31%,0.66%,0.06%,57.46195592185146,A
影,50.16%,0.66%,0.06%,49.93733378380946,C
蒼,50.12%,0.64%,0.07%,49.831557459730135,C
姫小満,48.23%,0.59%,0.10%,46.29118629697084,C
趙雲,52.62%,0.61%,0.02%,55.496357614590984,A
バタフライ,51.89%,0.55%,0.07%,53.615705710646104,B
曜,51.43%,0.56%,0.04%,52.52125187213261,B
元流の子（メイジ）,51.67%,0.54%,0.07%,53.07588933918686,B
ナタク,52.07%,0.52%,0.09%,54.02784631931721,B
啓,53.52%,0.53%,0.03%,57.835077556145215,A
元歌,49.04%,0.46%,0.17%,47.57902423657757,C
周瑜,51.06%,0.52%,0.02%,51.61213241383278,B
干将・莫耶,50.39%,0.46%,0.12%,50.167653588206605,B
韓信,49.57%,0.44%,0.16%,48.535750238403494,C
ラプール,55.18%,0.49%,0.04%,62.923995980764445,S
鏡,45.99%,0.42%,0.16%,42.74650006716865,D
漸離,50.97%,0.46%,0.06%,51.36445138762365,B
孔子,52.53%,0.45%,0.08%,55.087460825863126,A
楊貴妃,51.18%,0.48%,0.02%,51.82755572068266,B
明世隠,50.24%,0.47%,0.03%,49.80317593297809,C
ハロルド,51.14%,0.44%,0.07%,51.725064934745944,B
劉備,54.70%,0.44%,0.05%,61.294906301410094,S
アグド,52.26%,0.45%,0.04%,54.37130859473425,B
黄忠,50.81%,0.46%,0.02%,50.98466184653866,B
白起,51.38%,0.43%,0.05%,52.24243507037728,B
ファーティフ,51.97%,0.43%,0.05%,53.63780487901187,B
蒙牙,53.59%,0.43%,0.01%,57.89086009632688,A
楊戩,50.90%,0.42%,0.03%,51.139484520514166,B
鐘無艶,50.66%,0.41%,0.03%,50.60877976810219,B
関羽,48.68%,0.37%,0.11%,46.785741493898506,C
孫臏,50.26%,0.40%,0.03%,49.75948138373569,C
ムーラン,51.27%,0.39%,0.04%,51.937088757467436,B
橘右京,51.20%,0.39%,0.02%,51.763685433425216,B
鬼谷子,52.07%,0.25%,0.27%,53.85800537783464,B
タイガー,53.27%,0.31%,0.11%,56.93187245136419,A
劉邦,49.33%,0.26%,0.01%,47.77646603733706,C
司馬懿,46.22%,0.25%,0.02%,42.77546395553699,D
雲中君,51.79%,0.23%,0.01%,52.965787660639364,B
達磨,52.17%,0.22%,0.01%,53.883478411388175,B
モンキ,51.58%,0.22%,0.02%,52.46742026278628,B
百里玄策,52.89%,0.20%,0.03%,55.73629816137994,A
アテナ,54.68%,0.08%,0.01%,60.86367755462465,S
