name,win_rate,pick_rate,ban_rate,meta_score,tier
典韋,54.60%,2.09%,1.30%,65.10054776303721,S
棋星,54.04%,1.53%,0.57%,61.55730881259485,S
ルアンナ,53.52%,1.88%,0.24%,60.633012115501366,S
少司縁,53.20%,1.74%,2.41%,61.04126678777834,S
夏侯惇,52.77%,2.13%,0.18%,59.035122315942985,A
瀾,52.74%,2.28%,3.67%,61.81901541457084,S
女媧,52.73%,1.51%,0.79%,57.994242066340576,A
魯班7号,52.54%,1.85%,0.07%,57.78357962378149,A
干将・莫耶,52.32%,1.01%,0.16%,55.32222404651985,A
趙雲,52.09%,1.06%,0.03%,54.74992579470043,B
李信,51.98%,2.33%,0.10%,57.288744242982226,A
墨子,51.98%,1.23%,0.35%,55.08732636090537,A
孫策,51.74%,1.83%,0.06%,55.74825236348802,A
明世隠,51.73%,0.68%,0.06%,53.269109623843725,B
モンキ,51.71%,0.38%,0.02%,52.87518346622394,B
后羿,51.63%,2.60%,0.08%,56.7490703931909,A
妲己,51.58%,2.67%,0.32%,56.87410395442173,A
孫悟空,51.56%,1.77%,0.24%,55.31907798566213,A
蔡文姫,51.46%,1.18%,0.33%,53.72438823957191,B
甄姫,51.46%,1.32%,0.03%,53.822803134712565,B
エリン,51.46%,1.16%,0.05%,53.470366444551686,B
周瑜,51.37%,0.40%,0.01%,52.09125171208692,B
孔子,51.34%,0.68%,0.02%,52.32964391505603,B
橘右京,51.34%,0.33%,0.01%,51.966013731733305,B
黄忠,51.26%,0.62%,0.03%,52.07983889494147,B
貂蝉,51.16%,1.16%,0.08%,52.80886012620085,B
張飛,51.09%,0.76%,0.05%,51.89779419479445,B
ナタク,51.09%,0.48%,0.01%,51.53089681344374,B
達磨,51.09%,0.42%,0.02%,51.482810733652165,B
劉邦,51.09%,0.40%,0.01%,51.45793574850793,B
仁傑,51.02%,0.69%,0.01%,51.61509689167633,B
鐘無艶,50.82%,0.31%,0.01%,50.7922899736585,B
虞美人,50.80%,1.99%,0.09%,53.98246454789354,B
西施,50.59%,1.00%,0.09%,51.24364291355759,B
百里守約,50.59%,0.97%,0.07%,51.17218641985134,B
阿軻,50.49%,2.84%,2.86%,56.484968539637066,A
廉頗,50.16%,0.90%,0.05%,50.13915006931604,B
張良,50.12%,1.00%,0.47%,50.55458387607595,B
蒙牙,49.97%,0.52%,0.01%,49.20781257239592,C
アーサー,49.92%,1.21%,0.03%,50.26324775361824,B
不知火舞,49.90%,1.57%,0.20%,51.22467565815731,B
荘子,49.88%,0.64%,0.22%,49.322454743995316,C
鐘馗,49.85%,0.91%,0.13%,49.59611386494635,C
ミーユエ,49.84%,1.05%,0.32%,49.980972379650616,C
韓信,49.80%,0.50%,0.04%,48.873849516438625,C
瑶,49.79%,1.80%,0.74%,51.972277398147504,B
項羽,49.76%,0.64%,0.01%,48.929234681914885,C
司馬懿,49.75%,0.32%,0.04%,48.61930110466446,C
劉備,49.71%,0.34%,0.03%,48.54916814264463,C
カイザー,49.65%,1.01%,0.06%,49.33693779510459,C
李元芳,49.63%,0.93%,0.04%,49.135070483472155,C
