name,win_rate,pick_rate,ban_rate,meta_score,tier
妲己,51.70%,2.51%,2.60%,58.768401544948546,A
フロレンティーノ,50.46%,0.61%,6.32%,55.213118768555,A
大司命,49.48%,1.35%,4.84%,53.774129121941876,B
李信,53.39%,2.41%,2.48%,62.96254741984687,S
アンジェラ,52.06%,2.54%,1.90%,59.13405550758976,A
張良,50.28%,0.72%,4.84%,53.91929033803054,B
白龍,47.63%,1.50%,2.88%,49.46527467741079,C
ミレディ,48.13%,1.92%,1.49%,50.11161729798161,B
后羿,49.47%,2.56%,0.15%,52.227949683090905,B
ロリアン,49.99%,0.69%,3.64%,52.37733811727582,B
魯班7号,53.27%,2.15%,0.21%,60.645631340585204,S
孫尚香,47.67%,2.05%,0.17%,48.584148488574805,C
マルコ・ポーロ,48.87%,1.93%,0.29%,50.50293376428117,B
王昭君,51.61%,1.78%,0.50%,56.013537561437765,A
溟月,49.02%,0.98%,2.08%,49.9502973172663,C
カイザー,51.06%,1.85%,0.18%,54.65107915960755,B
ドリア,45.76%,1.74%,0.40%,45.45230291073416,C
孫悟空,49.84%,1.74%,0.37%,52.02387167366271,B
夏侯惇,53.55%,1.74%,0.35%,60.84993835818659,S
エリン,51.24%,1.83%,0.17%,55.009869064669374,A
蔡文姫,50.51%,1.13%,1.45%,52.745240705995315,B
小喬,48.49%,1.69%,0.11%,49.23814368231349,C
虞美人,51.50%,1.60%,0.18%,55.131176420358194,A
瑶,47.79%,1.10%,1.16%,47.44295103006223,C
墨子,49.66%,1.26%,0.83%,50.88666538488583,B
東皇太一,48.35%,0.69%,1.93%,48.072702202366635,C
瀾,48.78%,1.30%,0.60%,49.18567217206946,C
孔明,50.09%,1.37%,0.20%,51.53813949204954,B
呂布,48.43%,1.36%,0.21%,48.43403722080667,C
ルアンナ,53.00%,1.32%,0.13%,58.17736501688277,A
チーシャ,50.70%,1.25%,0.23%,52.530435386059814,B
伽羅,53.55%,1.25%,0.21%,59.58888484660507,A
典韋,51.68%,1.21%,0.25%,54.65441424380782,B
少司縁,47.77%,0.95%,0.76%,46.762147674502195,C
アーサー,50.35%,1.19%,0.09%,51.53850873659588,B
デーヴァラ,46.48%,1.12%,0.23%,44.825078835521865,D
廉頗,52.27%,1.08%,0.13%,55.68472331710375,A
アレッシオ,51.91%,1.12%,0.03%,54.818665437621036,B
ミーユエ,50.71%,0.82%,0.61%,51.84282963907762,B
宮本武蔵,50.19%,1.04%,0.16%,50.899512356421646,B
荘子,49.42%,0.65%,0.90%,49.14594026918737,C
アネット,49.38%,0.69%,0.77%,49.042485856430105,C
大喬,48.52%,0.83%,0.36%,47.45256042584614,C
孫策,48.92%,0.99%,0.04%,48.26264032902212,C
バイロン,47.82%,0.97%,0.07%,46.3696965936782,C
司馬懿,52.56%,0.88%,0.23%,56.04525674877019,A
鐘馗,49.63%,0.82%,0.34%,49.44222782869155,C
元流の子（マークスマン）,51.50%,0.93%,0.05%,53.41978679628473,B
女媧,51.60%,0.80%,0.26%,53.538990802373796,B
甄姫,50.82%,0.91%,0.04%,51.8410808991499,B
百里守約,49.79%,0.85%,0.10%,49.63430904043744,C
張飛,49.13%,0.78%,0.21%,48.325606293404284,C
西施,50.06%,0.72%,0.32%,50.081737370683335,B
李元芳,49.98%,0.86%,0.03%,49.97822457149197,C
趙雲,52.00%,0.84%,0.02%,54.39740211033637,B
阿軻,51.37%,0.54%,0.61%,52.81703472318314,B
ハイノ,47.67%,0.78%,0.13%,45.77513585122751,C
バタフライ,51.52%,0.79%,0.09%,53.20478253975483,B
劉禅,49.36%,0.78%,0.09%,48.66216437135583,C
カルラ,51.16%,0.80%,0.03%,52.356190825202674,B
公孫離,46.32%,0.69%,0.26%,43.70467175438292,D
仁傑,51.36%,0.80%,0.02%,52.80241125443482,B
不知火舞,47.63%,0.73%,0.13%,45.617098375547464,C
アレン,50.25%,0.77%,0.04%,50.351536835256056,B
太公望,50.67%,0.74%,0.07%,51.196766841421535,B
ルナ,45.89%,0.67%,0.20%,43.04198949687463,D
項羽,51.00%,0.73%,0.04%,51.87319097670822,B
ユンエイ,53.06%,0.71%,0.06%,56.90781627578244,A
貂蝉,47.62%,0.70%,0.08%,45.509207595769574,C
蘭陵王,49.29%,0.48%,0.48%,48.32645474442437,C
シャルロット,49.74%,0.66%,0.05%,49.13920178949096,C
棋星,51.40%,0.64%,0.03%,52.60905097211935,B
蒼,50.45%,0.62%,0.06%,50.51347684259257,B
影,49.75%,0.58%,0.04%,49.0201138454868,C
李白,51.57%,0.51%,0.15%,52.89166497963545,B
曜,50.76%,0.56%,0.04%,51.06231433786507,B
ナコルル,50.56%,0.55%,0.04%,50.619876041730144,B
扁鵲,50.19%,0.53%,0.07%,49.84434336888634,C
元流の子（タンク）,48.56%,0.53%,0.06%,46.7709653577223,C
アタ,52.56%,0.51%,0.04%,55.24430726041127,A
干将・莫耶,49.43%,0.47%,0.09%,48.282956371160104,C
上官婉児,47.86%,0.48%,0.06%,45.52918460232616,C
元流の子（メイジ）,51.62%,0.48%,0.04%,52.884421728292516,B
啓,53.43%,0.48%,0.02%,57.53559214040155,A
周瑜,50.90%,0.46%,0.01%,51.20110213748168,B
明世隠,50.97%,0.45%,0.03%,51.356547776912535,B
黄忠,50.98%,0.44%,0.02%,51.358001129254,B
姫小満,47.18%,0.43%,0.05%,44.39380439949973,D
蒙牙,53.64%,0.43%,0.01%,58.05981499199888,A
漸離,51.04%,0.41%,0.03%,51.46004615869434,B
楊貴妃,49.73%,0.42%,0.01%,48.73281981752762,C
ナタク,51.47%,0.39%,0.04%,52.41802886552341,B
ハロルド,50.76%,0.38%,0.06%,50.83316897958544,B
関羽,46.55%,0.37%,0.09%,43.428965096510716,D
孔子,51.82%,0.38%,0.05%,53.23870137403713,B
橘右京,49.76%,0.39%,0.02%,48.761663800084484,C
アグド,51.58%,0.38%,0.02%,52.647241390593145,B
ラプール,55.27%,0.37%,0.02%,63.088921012127116,S
ファーティフ,51.16%,0.36%,0.06%,51.690287271673554,B
白起,51.01%,0.36%,0.04%,51.34090266427693,B
モンキ,52.99%,0.35%,0.04%,56.17404397510869,A
劉備,51.27%,0.34%,0.05%,51.908341989693525,B
元歌,48.15%,0.33%,0.06%,45.81840444319861,C
ムーラン,49.87%,0.34%,0.03%,48.926684334469535,C
鬼谷子,51.35%,0.22%,0.25%,52.11713041623814,B
孫臏,48.63%,0.33%,0.03%,46.61322328879829,C
鐘無艶,50.98%,0.33%,0.02%,51.22557446832624,B
韓信,48.27%,0.31%,0.07%,46.00470042985228,C
鏡,45.60%,0.29%,0.10%,42.06395599995901,D
楊戩,50.52%,0.31%,0.02%,50.21196298322711,B
タイガー,50.17%,0.24%,0.06%,49.44584517171152,C
劉邦,48.78%,0.23%,0.01%,46.75880917603639,C
百里玄策,51.57%,0.21%,0.03%,52.452008136153054,B
達磨,50.87%,0.19%,0.02%,50.844369744527526,B
雲中君,50.45%,0.18%,0.01%,49.93062920537116,C
アテナ,53.03%,0.06%,0.00%,55.9850600811958,A
