name,win_rate,pick_rate,ban_rate,meta_score,tier
大司命,50.20%,1.24%,7.09%,56.24108086211917,A
白龍,47.42%,1.41%,6.64%,51.362803073420686,B
瀾,49.19%,1.69%,5.24%,53.9985322367129,B
妲己,50.55%,3.35%,0.52%,55.05547007957156,A
阿軻,52.61%,1.27%,3.35%,59.06727532112715,A
后羿,52.60%,2.74%,0.09%,59.275033615782164,A
孫尚香,45.85%,2.55%,0.06%,46.36161440127162,C
夏侯惇,53.26%,2.40%,0.18%,60.78934494610328,S
典韋,53.87%,2.11%,0.74%,62.521740465746646,S
マルコ・ポーロ,48.36%,2.40%,0.17%,50.04837800625172,B
アンジェラ,49.72%,2.09%,0.72%,52.46779924799379,B
少司縁,49.25%,1.49%,1.76%,51.00516345302108,B
孔明,52.51%,2.14%,0.16%,58.393743461889486,A
虞美人,51.95%,1.89%,0.08%,56.44991319263592,A
李信,53.07%,1.81%,0.14%,59.198204997458774,A
瑶,50.24%,1.57%,0.63%,52.28831397675353,B
ルアンナ,53.66%,1.71%,0.17%,60.63931399556397,S
大喬,49.60%,1.31%,0.96%,50.62171616152578,B
ミレディ,49.39%,1.60%,0.34%,50.47592767523262,B
魯班7号,51.52%,1.61%,0.06%,54.757393797328355,B
女媧,51.95%,1.30%,0.68%,55.47807432238238,A
啓,53.43%,1.44%,0.32%,59.42884787285619,A
蘭陵王,48.53%,0.66%,1.83%,48.07914978590368,C
ドリア,47.40%,1.45%,0.22%,46.616428671826654,C
小喬,49.53%,1.50%,0.02%,50.25204084495745,B
エリン,50.86%,1.46%,0.09%,52.918972758474695,B
不知火舞,47.67%,1.34%,0.26%,46.796743102892556,C
張良,50.90%,1.17%,0.57%,52.66997662499731,B
貂蝉,53.75%,1.36%,0.10%,59.98239006581791,A
蔡文姫,51.62%,1.22%,0.37%,54.267735018162185,B
墨子,48.76%,1.20%,0.35%,48.35710817967606,C
太公望,50.09%,1.28%,0.07%,50.84731017489482,B
アーサー,48.91%,1.27%,0.03%,48.54733036241805,C
孫策,48.27%,1.24%,0.04%,47.372306358476514,C
東皇太一,48.81%,0.97%,0.55%,48.110496181875604,C
ミーユエ,51.91%,1.09%,0.24%,54.57330023423586,B
孫悟空,47.19%,1.16%,0.12%,45.52716611573243,C
伽羅,54.03%,1.18%,0.05%,60.34516342339008,S
韓信,49.74%,1.06%,0.26%,49.80288357985718,C
公孫離,49.28%,1.09%,0.19%,48.93722910883399,C
棋星,52.73%,1.10%,0.15%,56.59592538400674,A
アレッシオ,53.68%,1.13%,0.06%,59.21215439143499,A
甄姫,51.82%,1.11%,0.01%,54.22667620105612,B
劉禅,49.28%,1.08%,0.07%,48.82608472936145,C
仁傑,53.88%,1.08%,0.02%,59.65856249890017,A
呂布,48.71%,1.06%,0.03%,47.723161098593856,C
干将・莫耶,51.13%,0.96%,0.13%,52.41296163543344,B
ハイノ,49.52%,0.97%,0.11%,49.0870159081867,C
宮本武蔵,46.35%,0.99%,0.06%,43.90936291337701,D
明世隠,52.65%,0.96%,0.08%,56.05144249202909,A
鐘馗,50.07%,0.93%,0.11%,50.08988584346848,B
廉頗,50.18%,0.95%,0.05%,50.304751892970316,B
趙雲,51.31%,0.94%,0.02%,52.6997049371451,B
カイザー,49.52%,0.86%,0.03%,48.828219752584566,C
王昭君,49.30%,0.86%,0.03%,48.413420409153424,C
司馬懿,53.47%,0.80%,0.10%,58.01570795776569,A
李元芳,46.60%,0.84%,0.04%,43.97479081579096,D
ハロルド,44.07%,0.75%,0.15%,40.73325640939144,D
項羽,52.70%,0.79%,0.01%,55.83538982577287,A
百里守約,47.93%,0.77%,0.05%,45.895522518970544,C
張飛,49.87%,0.71%,0.05%,49.28845300366765,C
ルナ,49.43%,0.67%,0.09%,48.41348426519884,C
アレン,49.99%,0.70%,0.02%,49.490210964147906,C
荘子,47.57%,0.61%,0.20%,45.21223883903375,C
漸離,53.60%,0.68%,0.03%,58.156706497260316,A
姫小満,47.85%,0.66%,0.05%,45.609099041123834,C
バタフライ,49.57%,0.65%,0.06%,48.630847019908316,C
雲中君,53.44%,0.62%,0.08%,57.6608173023105,A
上官婉児,46.15%,0.66%,0.01%,43.057282961669046,D
バイロン,48.22%,0.62%,0.02%,46.1430930619323,C
曜,47.47%,0.58%,0.01%,44.87740699250208,D
アグド,44.52%,0.55%,0.07%,40.92043255837542,D
