name,win_rate,pick_rate,ban_rate,meta_score,tier
大司命,47.55%,1.12%,5.86%,50.53648809818671,B
妲己,50.92%,2.37%,3.18%,57.29125833125238,A
ミレディ,48.81%,1.54%,4.34%,52.532934423859075,B
アンジェラ,51.01%,2.12%,2.72%,56.83656329072701,A
后羿,50.36%,3.30%,0.36%,54.45932528125669,B
白龍,47.18%,1.13%,3.56%,48.266632495234376,C
ドリア,46.05%,2.60%,0.45%,46.9865344649458,C
Haya,48.89%,1.30%,2.91%,51.00868233847809,B
張良,50.77%,0.79%,3.79%,54.22656606287074,B
李信,53.28%,1.93%,1.26%,61.06865882435595,S
Chicha,50.82%,1.84%,1.39%,54.94014727085067,B
マルコ・ポーロ,50.70%,2.18%,0.47%,54.55771095766543,B
王昭君,51.60%,2.03%,0.40%,56.302490866956475,A
小喬,48.85%,1.91%,0.14%,50.25543113628152,B
東皇太一,48.70%,0.76%,2.36%,49.060414588262205,C
蔡文姫,50.48%,1.25%,1.35%,52.799071768089554,B
ユンエイ,52.79%,1.81%,0.21%,58.72177534905162,A
孫尚香,48.04%,1.85%,0.09%,48.71605202431636,C
墨子,49.42%,1.12%,1.49%,50.477896282085325,B
伽羅,54.45%,1.68%,0.31%,63.291241944438724,S
貂蝉,47.51%,1.67%,0.30%,47.64298376043669,C
瑶,47.33%,1.25%,1.09%,46.934120090907626,C
エリン,51.52%,1.60%,0.18%,55.08299762355972,A
少司縁,48.49%,1.19%,0.92%,48.542713087791526,C
孫悟空,49.56%,1.44%,0.37%,50.69329506047091,B
虞美人,51.83%,1.53%,0.17%,55.641391320169795,A
魯班7号,50.54%,1.50%,0.13%,52.63177348792626,B
孔明,48.48%,1.37%,0.24%,48.46205484686548,C
仁傑,51.71%,1.46%,0.03%,55.07854585048815,A
宮本武蔵,50.65%,1.33%,0.22%,52.51048323344467,B
呂布,51.08%,1.37%,0.13%,53.48074413977236,B
瀾,48.70%,1.00%,0.70%,48.2986480150213,C
カイザー,51.04%,1.28%,0.12%,53.15960582801865,B
甄姫,52.78%,1.24%,0.08%,57.248163451506485,A
夏侯惇,50.09%,1.18%,0.21%,50.96975098979361,B
アーサー,50.47%,1.15%,0.09%,51.58892899616564,B
ルアンナ,51.13%,1.12%,0.10%,52.95503599232108,B
大喬,47.89%,0.91%,0.52%,46.604244480537,C
公孫離,46.34%,0.92%,0.50%,44.284603953761824,D
蘭陵王,49.12%,0.55%,1.18%,48.59391161758923,C
阿軻,52.69%,0.57%,1.06%,56.39007167908597,A
鐘馗,50.35%,0.88%,0.44%,50.99984085349407,B
ミーユエ,49.27%,0.72%,0.75%,48.812734554149856,C
典韋,51.94%,0.93%,0.28%,54.55242801875231,B
干将・莫耶,52.58%,0.80%,0.51%,56.07111854633548,A
荘子,49.78%,0.63%,0.84%,49.70611355747003,C
シャルロット,48.51%,1.01%,0.07%,47.517847084960394,C
ハイノ,49.06%,0.92%,0.24%,48.42520317438204,C
ルナ,47.64%,0.71%,0.62%,45.90173906786202,C
元流の子（マークスマン）,52.04%,0.97%,0.05%,54.709434923502805,B
不知火舞,48.49%,0.90%,0.19%,47.337604027180475,C
女媧,51.11%,0.83%,0.31%,52.43921536306392,B
孫策,49.65%,0.96%,0.04%,49.466469760765456,C
李元芳,50.78%,0.94%,0.04%,51.73407745009106,B
廉頗,51.58%,0.88%,0.10%,53.45577057165499,B
バイロン,48.10%,0.89%,0.08%,46.576893294122485,C
関羽,46.85%,0.82%,0.22%,44.60041701745548,D
劉禅,48.63%,0.82%,0.18%,47.414044054716534,C
アレッシオ,51.46%,0.88%,0.03%,53.12387043851753,B
李白,51.90%,0.80%,0.17%,54.11433412699575,B
太公望,51.11%,0.82%,0.10%,52.26253766916351,B
蒼,50.88%,0.77%,0.08%,51.64631813932799,B
棋星,52.52%,0.77%,0.05%,55.515976444460854,A
百里守約,50.11%,0.73%,0.09%,49.96421692114806,C
張飛,50.07%,0.70%,0.14%,49.86971669915051,C
項羽,50.19%,0.74%,0.04%,50.10661186089848,B
西施,48.91%,0.62%,0.24%,47.61055287365826,C
ガルダ,50.55%,0.67%,0.04%,50.73549227469622,B
ナコルル,50.85%,0.62%,0.07%,51.322785857661536,B
影,50.90%,0.60%,0.09%,51.41677254443394,B
元流の子（タンク）,48.99%,0.60%,0.08%,47.60444752804702,C
孔子,53.44%,0.53%,0.17%,57.70523392829882,A
楊貴妃,48.85%,0.61%,0.03%,47.330593587598926,C
啓,53.15%,0.59%,0.03%,56.87867862050255,A
曜,51.08%,0.58%,0.05%,51.754841545765814,B
Lapulapu,55.60%,0.55%,0.07%,64.45964408904474,S
韓信,53.09%,0.48%,0.20%,56.691770256007906,A
扁鵲,49.00%,0.50%,0.09%,47.49048440562126,C
ムーラン,50.80%,0.52%,0.04%,51.048411991739485,B
アタ,53.15%,0.51%,0.03%,56.76704882380023,A
元流の子（メイジ）,50.94%,0.50%,0.05%,51.33493096324554,B
アグド,51.94%,0.49%,0.04%,53.62521550304185,B
橘右京,51.70%,0.49%,0.03%,53.04188687032452,B
バタフライ,51.87%,0.47%,0.06%,53.44547955729041,B
周瑜,50.75%,0.48%,0.03%,50.88070586363209,B
明世隠,51.49%,0.46%,0.04%,52.518981427354106,B
趙雲,51.42%,0.46%,0.01%,52.334554613912495,B
鐘無艶,51.41%,0.45%,0.03%,52.31427789911016,B
蒙牙,53.94%,0.43%,0.01%,58.90484379840181,A
上官婉児,47.33%,0.43%,0.04%,44.58279425421423,D
劉備,54.27%,0.41%,0.05%,59.906619968011434,A
ハロルド,49.56%,0.41%,0.07%,48.40764588299199,C
姫小満,47.95%,0.41%,0.07%,45.56151306175935,C
アレン,48.92%,0.42%,0.02%,47.195166647120246,C
タイガー,53.19%,0.34%,0.16%,56.77489858594213,A
黄忠,51.79%,0.41%,0.02%,53.15148161688872,B
白起,51.53%,0.38%,0.05%,52.526428776132875,B
楊戩,50.95%,0.38%,0.04%,51.20560629980018,B
漸離,50.16%,0.37%,0.04%,49.52412097574939,C
孫臏,49.43%,0.35%,0.03%,48.06465163903809,C
達磨,52.50%,0.29%,0.02%,54.78573005802759,B
鬼谷子,51.43%,0.21%,0.16%,52.21309746417013,B
ファーティフ,48.52%,0.27%,0.04%,46.35004609098318,C
雲中君,52.69%,0.26%,0.01%,55.24284874362132,A
劉邦,48.94%,0.25%,0.04%,47.07170621544116,C
ナタク,50.29%,0.25%,0.02%,49.6567051434253,C
鏡,45.50%,0.21%,0.08%,41.831064463285394,D
司馬懿,47.21%,0.22%,0.03%,44.18026794739143,D
モンキ,52.21%,0.21%,0.02%,53.97997004213123,B
百里玄策,53.97%,0.19%,0.03%,58.77159214121087,A
