name,win_rate,pick_rate,ban_rate,meta_score,tier
大司命,50.10%,1.20%,7.10%,55.977382180871615,A
白龍,47.13%,1.32%,6.46%,50.59161373287397,B
瀾,49.85%,1.74%,4.70%,54.99646038909299,B
妲己,50.51%,3.27%,0.54%,54.96003163967797,B
后羿,52.38%,2.91%,0.10%,58.82123788212433,A
阿軻,52.40%,1.19%,3.31%,58.33585392151178,A
孫尚香,46.79%,2.65%,0.10%,47.78553907024071,C
アンジェラ,50.03%,2.30%,0.76%,53.45627220425389,B
典韋,54.11%,2.12%,0.79%,63.30800400766187,S
マルコ・ポーロ,48.16%,2.37%,0.19%,49.698857110765694,C
夏侯惇,53.15%,2.31%,0.21%,60.402478120063414,S
少司縁,49.20%,1.33%,1.63%,50.445575513522826,B
瑶,50.33%,1.67%,0.69%,52.79098419407804,B
李信,52.62%,1.90%,0.16%,58.23752884362418,A
ミレディ,49.38%,1.77%,0.40%,50.93666829824927,B
虞美人,51.63%,1.84%,0.08%,55.597948803748814,A
大喬,49.53%,1.32%,0.94%,50.52312710794003,B
ルアンナ,53.56%,1.66%,0.17%,60.25791609702917,S
司馬懿,52.74%,1.45%,0.48%,57.721998316773984,A
墨子,49.22%,1.46%,0.41%,49.88946788573401,C
魯班7号,51.17%,1.62%,0.07%,54.015525900654424,B
小喬,49.53%,1.62%,0.03%,50.584885258651106,B
張良,50.39%,1.24%,0.70%,51.86506505180934,B
蔡文姫,51.32%,1.34%,0.43%,53.92985953059423,B
孔明,48.91%,1.51%,0.09%,49.20976166691525,C
ドリア,47.37%,1.43%,0.21%,46.54014365235231,C
蘭陵王,47.95%,0.66%,1.73%,47.04132776532728,C
貂蝉,53.22%,1.34%,0.12%,58.47288866439446,A
女媧,52.09%,1.13%,0.53%,55.33960341571536,A
啓,53.36%,1.25%,0.27%,58.757547602651414,A
東皇太一,48.62%,1.04%,0.68%,48.03275389965918,C
エリン,51.13%,1.32%,0.08%,53.189017815104336,B
不知火舞,48.14%,1.21%,0.22%,47.24498678358322,C
アレッシオ,53.34%,1.24%,0.07%,58.528018250296306,A
アーサー,49.10%,1.26%,0.03%,48.89311183099375,C
孫悟空,47.29%,1.21%,0.12%,45.81684481204587,C
伽羅,53.71%,1.21%,0.06%,59.50317635167746,A
ミーユエ,51.54%,1.07%,0.29%,53.710766468997136,B
公孫離,49.48%,1.08%,0.27%,49.373750748337976,C
太公望,50.51%,1.16%,0.05%,51.44410828415786,B
孫策,48.16%,1.16%,0.03%,47.021366495027216,C
甄姫,51.87%,1.11%,0.01%,54.36936600699447,B
呂布,48.49%,1.09%,0.03%,47.42551583895267,C
ハイノ,49.62%,1.03%,0.14%,49.439491507043314,C
劉禅,49.62%,1.05%,0.08%,49.435758709189884,C
鐘馗,49.76%,0.99%,0.13%,49.62301864980906,C
干将・莫耶,51.42%,0.98%,0.14%,53.13667898978286,B
棋星,52.72%,0.98%,0.13%,56.32938604526491,A
仁傑,53.55%,1.03%,0.02%,58.61884577484892,A
宮本武蔵,46.63%,0.96%,0.06%,44.26455452433622,D
カイザー,49.45%,0.95%,0.04%,48.88197335734619,C
廉頗,50.15%,0.94%,0.05%,50.243110432838236,B
アグド,48.45%,0.86%,0.18%,47.022084569731966,C
王昭君,49.12%,0.91%,0.03%,48.18542909326488,C
韓信,51.04%,0.82%,0.19%,52.02559767569629,B
趙雲,51.34%,0.87%,0.02%,52.65904099803678,B
項羽,52.34%,0.85%,0.01%,55.021959283935416,A
ルナ,49.12%,0.79%,0.13%,48.05505663545377,C
李元芳,46.68%,0.83%,0.04%,44.08746957091324,D
明世隠,51.40%,0.74%,0.07%,52.6228991135831,B
百里守約,47.70%,0.74%,0.05%,45.49309518650524,C
漸離,53.03%,0.70%,0.03%,56.607196939540515,A
荘子,47.75%,0.59%,0.23%,45.50354331942297,C
アレン,49.72%,0.69%,0.02%,48.9550152823004,C
張飛,49.61%,0.67%,0.05%,48.736999949977296,C
バタフライ,49.79%,0.64%,0.08%,49.06860059157511,C
バイロン,48.16%,0.64%,0.02%,46.07793737671935,C
シャルロット,44.81%,0.63%,0.03%,41.33597067671373,D
ナコルル,50.34%,0.61%,0.03%,50.09977821474633,B
姫小満,47.73%,0.57%,0.03%,45.29746749830567,C
李白,49.49%,0.56%,0.03%,48.352800932183115,C
曜,47.41%,0.57%,0.02%,44.788012313376946,D
周瑜,52.33%,0.55%,0.02%,54.575703764934886,B
ハロルド,44.91%,0.54%,0.06%,41.36851791591277,D
鐘無艶,52.84%,0.54%,0.02%,55.885249036189165,A
黄忠,50.27%,0.51%,0.02%,49.83049831501505,C
ユンエイ,49.60%,0.48%,0.05%,48.489456334322526,C
扁鵲,49.38%,0.47%,0.07%,48.075987360137425,C
孔子,48.74%,0.49%,0.02%,46.89396153529467,C
西施,51.86%,0.47%,0.05%,53.35177483186823,B
アタ,49.83%,0.46%,0.02%,48.89352294138113,C
橘右京,49.20%,0.46%,0.02%,47.692976176415655,C
上官婉児,46.57%,0.47%,0.01%,43.42609385551981,D
鬼谷子,47.27%,0.41%,0.04%,44.41891049404486,D
ムーラン,48.80%,0.42%,0.01%,46.9223801101349,C
達磨,51.97%,0.40%,0.02%,53.52766679127775,B
劉備,51.39%,0.39%,0.02%,52.1461454374141,B
劉邦,49.28%,0.38%,0.02%,47.765303386651226,C
蒙牙,50.55%,0.37%,0.02%,50.27666271335966,B
楊貴妃,46.37%,0.38%,0.01%,43.05891414040901,D
ナタク,48.27%,0.36%,0.01%,45.95240892200155,C
雲中君,51.98%,0.32%,0.05%,53.50550858874306,B
孫臏,47.16%,0.33%,0.02%,44.16723902694043,D
楊戩,49.51%,0.31%,0.01%,48.131870814214125,C
モンキ,51.70%,0.30%,0.01%,52.78646401893171,B
鏡,44.19%,0.27%,0.03%,40.25926925672998,D
タイガー,48.04%,0.22%,0.02%,45.469588838545775,C
関羽,44.11%,0.19%,0.01%,40.099502695064444,D
百里玄策,45.92%,0.14%,0.01%,42.27035666662854,D
蒼,57.50%,0.00%,0.03%,71.25196740947669,S
アテナ,48.52%,0.06%,0.00%,46.16748951693539,C
