name,win_rate,pick_rate,ban_rate,meta_score,tier
大司命,49.81%,1.14%,6.87%,55.114394270815104,A
白龍,47.35%,1.24%,6.16%,50.533582956390106,B
妲己,50.54%,2.97%,0.62%,54.97322690013835,B
瀾,50.55%,1.51%,3.37%,54.89272083164618,B
ミレディ,51.66%,2.59%,1.06%,57.560802674082105,A
后羿,52.33%,2.70%,0.10%,58.56458123979818,A
夏侯惇,52.93%,2.61%,0.27%,60.182825724569994,S
阿軻,51.65%,0.85%,3.56%,56.0149488356859,A
アンジェラ,49.37%,2.07%,0.48%,51.61637673234598,B
公孫離,48.65%,1.82%,0.95%,50.16238275279038,B
マルコ・ポーロ,48.48%,2.14%,0.23%,49.949677747881026,C
典韋,54.13%,1.83%,0.73%,62.77207011637332,S
瑶,50.08%,1.63%,0.88%,52.35175937222863,B
魯班7号,51.13%,2.02%,0.06%,54.82376679623014,B
孫尚香,46.78%,2.01%,0.03%,46.88375032934314,C
少司縁,49.34%,1.27%,1.39%,50.40619596051792,B
ルアンナ,54.42%,1.83%,0.23%,63.286484406375585,S
棋星,51.35%,1.84%,0.16%,55.030358501354144,A
張良,50.59%,1.28%,1.07%,52.683150814480896,B
李信,52.64%,1.66%,0.17%,57.77394064166614,A
孔明,48.70%,1.65%,0.11%,49.22411679743801,C
虞美人,51.81%,1.65%,0.07%,55.600511764890776,A
啓,52.42%,1.49%,0.27%,56.8628372829643,A
貂蝉,53.40%,1.50%,0.20%,59.45839013763776,A
白起,50.04%,1.39%,0.41%,51.322554752588665,B
墨子,48.97%,1.29%,0.46%,49.07684360639811,C
小喬,49.32%,1.49%,0.03%,49.892162898184665,C
大喬,48.63%,1.06%,0.82%,48.217904556776304,C
蔡文姫,50.78%,1.24%,0.44%,52.52191713027466,B
ドリア,47.02%,1.29%,0.18%,45.67033093172327,C
太公望,50.53%,1.33%,0.08%,51.93534987316927,B
エリン,51.48%,1.31%,0.07%,53.980633335485024,B
東皇太一,48.50%,0.98%,0.73%,47.76088168082249,C
ミーユエ,52.60%,1.12%,0.34%,56.48728904677956,A
蘭陵王,48.43%,0.61%,1.36%,47.508609730240885,C
孫悟空,48.40%,1.13%,0.12%,47.44879977460079,C
李元芳,49.15%,1.13%,0.08%,48.74616968330571,C
王昭君,51.17%,1.12%,0.04%,52.80607590727486,B
伽羅,52.70%,1.07%,0.06%,56.42908870752407,A
