name,win_rate,pick_rate,ban_rate,meta_score,tier
ミレディ,50.61%,2.06%,5.13%,57.650994090015075,A
后羿,52.72%,4.02%,0.34%,60.06219489728252,S
大司命,48.11%,1.12%,5.98%,51.46549359765169,B
妲己,50.29%,2.78%,2.21%,55.53576971757494,A
東皇太一,50.80%,1.33%,3.85%,55.48742914811988,A
アンジェラ,49.35%,2.19%,1.94%,52.939233047206905,B
白龍,46.76%,1.12%,4.01%,47.89726831135386,C
張良,51.07%,0.92%,3.04%,54.526672356091076,B
マルコ・ポーロ,47.50%,2.10%,0.44%,48.5156885018694,C
蔡文姫,52.76%,1.60%,1.32%,58.9482717773361,A
瀾,48.84%,1.18%,2.17%,50.003487686937355,B
小喬,48.32%,2.06%,0.17%,49.58009249996435,C
孔明,49.73%,1.83%,0.45%,51.92237744100801,B
魯班7号,50.53%,1.91%,0.17%,53.493725759525034,B
王昭君,50.44%,1.83%,0.29%,53.234799708290154,B
李信,52.29%,1.64%,0.62%,57.30798794564804,A
瑶,47.40%,1.29%,1.21%,47.163352285655925,C
墨子,49.62%,1.19%,1.40%,50.89473073412633,B
蘭陵王,49.79%,0.56%,2.40%,50.765922007073286,B
女媧,52.47%,1.38%,0.74%,57.21760068714386,A
少司縁,47.40%,1.28%,0.87%,46.88362037802237,C
ルアンナ,51.58%,1.55%,0.24%,55.083892608000745,A
カイザー,50.46%,1.56%,0.10%,52.52137941811402,B
ガルダ,50.27%,1.44%,0.29%,51.973762751158795,B
孫尚香,46.66%,1.56%,0.05%,45.86346684351944,C
虞美人,50.47%,1.48%,0.14%,52.37582983482139,B
ドリア,45.81%,1.41%,0.28%,44.498093912424885,D
太公望,52.82%,1.30%,0.35%,57.637675678824515,A
阿軻,52.05%,0.73%,1.47%,55.29018262249517,A
夏侯惇,50.09%,1.31%,0.21%,51.22273840052343,B
エリン,49.85%,1.35%,0.12%,50.77630561995352,B
伽羅,52.53%,1.29%,0.19%,56.734986106277205,A
大喬,48.84%,1.01%,0.69%,48.50388917961978,C
ルナ,48.49%,0.72%,1.24%,47.74757274035262,C
典韋,51.74%,1.12%,0.39%,54.51837478016427,B
宮本武蔵,49.92%,1.18%,0.26%,50.60212151772912,B
バイロン,48.66%,1.23%,0.09%,48.2466284390889,C
アーサー,49.42%,1.19%,0.07%,49.51597086503832,C
公孫離,48.17%,0.78%,0.89%,47.045741967403515,C
甄姫,52.35%,1.16%,0.05%,55.85448108796251,A
荘子,50.29%,0.78%,0.78%,50.89637074216431,B
ミーユエ,50.44%,0.82%,0.70%,51.21953015265087,B
元流の子（マークスマン）,51.53%,1.12%,0.06%,53.77626304261178,B
白起,53.04%,1.08%,0.13%,57.53555633903661,A
鐘馗,48.99%,0.89%,0.47%,48.35929353152273,C
仁傑,52.37%,1.09%,0.03%,55.72682376206659,A
孫悟空,47.46%,0.98%,0.20%,45.776254006939965,C
呂布,48.39%,1.02%,0.09%,47.292032858602006,C
影,49.29%,0.93%,0.26%,48.83253242953363,C
アレッシオ,52.01%,1.01%,0.04%,54.65938015013687,B
孫策,49.08%,1.00%,0.04%,48.42733817611777,C
不知火舞,48.95%,0.84%,0.32%,48.07851303743691,C
李白,51.85%,0.82%,0.34%,54.11425185743591,B
劉禅,49.61%,0.89%,0.18%,49.29814705673277,C
ハイノ,47.99%,0.87%,0.20%,46.397383703236564,C
貂蝉,48.82%,0.90%,0.13%,47.81932583876721,C
廉頗,50.88%,0.89%,0.11%,51.8503953143694,B
干将・莫耶,50.77%,0.69%,0.41%,51.480426503198906,B
楊貴妃,49.64%,0.82%,0.10%,49.16268892454446,C
李元芳,48.89%,0.84%,0.03%,47.75329756429221,C
楊戩,52.25%,0.76%,0.17%,54.861977755325306,B
啓,52.70%,0.75%,0.12%,55.96017274513007,A
百里守約,49.44%,0.74%,0.07%,48.61721904071891,C
ナコルル,49.52%,0.68%,0.19%,48.761466781730064,C
ユンエイ,52.03%,0.67%,0.19%,54.18463797500653,B
張飛,50.17%,0.69%,0.15%,50.027491421851714,B
蒼,50.29%,0.73%,0.06%,50.270673212734245,B
元流の子（タンク）,48.83%,0.70%,0.11%,47.46227460940802,C
棋星,51.05%,0.70%,0.07%,51.854782953253896,B
黄忠,52.95%,0.67%,0.10%,56.47821578378209,A
項羽,51.11%,0.66%,0.03%,51.89567542378475,B
扁鵲,51.07%,0.60%,0.13%,51.792977323911536,B
趙雲,50.43%,0.64%,0.02%,50.38878393703915,B
元流の子（メイジ）,50.70%,0.59%,0.12%,50.962865844966174,B
曜,50.66%,0.61%,0.08%,50.87560317552548,B
明世隠,49.90%,0.60%,0.05%,49.27528890930839,C
韓信,51.08%,0.53%,0.14%,51.727983083271404,B
周瑜,52.00%,0.57%,0.05%,53.860633569646566,B
バタフライ,50.87%,0.53%,0.08%,51.219961769907606,B
鐘無艶,50.72%,0.54%,0.04%,50.87812556475284,B
