name,win_rate,pick_rate,ban_rate,meta_score,tier
白龍,47.25%,1.50%,6.61%,51.3042353576494,B
大司命,50.63%,1.27%,7.02%,57.155758797079464,A
瀾,49.38%,1.79%,5.45%,54.745787660645895,B
妲己,50.92%,3.38%,0.50%,55.84381961745235,A
阿軻,52.80%,1.28%,3.29%,59.54409398616619,A
后羿,52.57%,2.66%,0.07%,59.12129513166929,A
少司縁,49.69%,1.62%,1.90%,52.2683726010065,B
夏侯惇,53.43%,2.42%,0.17%,61.28091166880174,S
典韋,53.88%,2.12%,0.76%,62.58370865025823,S
マルコ・ポーロ,48.48%,2.42%,0.16%,50.26980204509519,B
アンジェラ,49.28%,1.98%,0.69%,51.39901983499609,B
孔明,53.86%,2.16%,0.13%,62.12039484205615,S
虞美人,51.86%,1.93%,0.07%,56.309541372426274,A
孫尚香,45.37%,1.95%,0.03%,44.820393056438306,D
李信,52.89%,1.82%,0.13%,58.72839476675179,A
大喬,49.81%,1.34%,1.00%,51.1322588772624,B
瑶,50.34%,1.54%,0.58%,52.381931728490294,B
ルアンナ,53.59%,1.72%,0.15%,60.44702407831578,S
女媧,51.79%,1.41%,0.77%,55.42881331463979,A
不知火舞,47.59%,1.53%,0.30%,47.17210292901399,C
エリン,51.20%,1.63%,0.08%,54.08841138375269,B
魯班7号,51.08%,1.64%,0.06%,53.82897892057552,B
ミレディ,49.49%,1.47%,0.31%,50.31838879570152,B
ドリア,47.79%,1.48%,0.23%,47.3121331645541,C
蘭陵王,49.28%,0.65%,1.77%,49.365737134791814,C
啓,53.43%,1.33%,0.38%,59.202715517002005,A
ハロルド,43.73%,1.25%,0.43%,41.54933574657043,D
小喬,49.54%,1.42%,0.02%,50.07155771418649,B
韓信,49.15%,1.29%,0.27%,49.21062233185554,C
孫策,48.04%,1.40%,0.04%,47.37636760015136,C
張良,51.13%,1.14%,0.51%,53.06739646678295,B
墨子,49.34%,1.23%,0.32%,49.458848090301906,C
太公望,49.94%,1.35%,0.07%,50.715939590170436,B
蔡文姫,51.87%,1.20%,0.34%,54.79455706301954,B
