name,win_rate,pick_rate,ban_rate,meta_score,tier
妲己,51.79%,2.18%,4.11%,59.765780080009264,A
ミレディ,50.30%,1.63%,4.90%,56.03846812296928,A
アンジェラ,50.94%,2.28%,2.63%,56.82996773546378,A
大司命,46.90%,1.07%,5.01%,48.816436131409844,C
張良,51.19%,0.79%,5.13%,56.172333844822234,A
后羿,50.26%,2.98%,0.24%,54.07314702788912,B
白龍,48.21%,1.40%,3.18%,50.30611464373455,B
Haya,49.71%,1.10%,3.14%,52.243674052988624,B
孫尚香,48.35%,2.44%,0.20%,50.15715987274489,B
李信,53.07%,1.77%,1.34%,60.25401172086616,S
孔明,49.20%,2.05%,0.29%,51.25503546833092,B
蔡文姫,50.63%,1.25%,1.84%,53.50531093610221,B
小喬,48.94%,2.01%,0.17%,50.62701399047797,B
王昭君,50.27%,1.87%,0.42%,53.12457049006887,B
東皇太一,48.37%,0.75%,2.56%,48.63576671259044,C
墨子,49.88%,1.37%,1.29%,51.85309300724355,B
ドリア,45.84%,1.76%,0.47%,45.5873326036395,C
マルコ・ポーロ,49.17%,1.72%,0.32%,50.60273917533184,B
Chicha,50.31%,1.60%,0.51%,52.69701601690577,B
ルアンナ,53.58%,1.67%,0.19%,60.5971157027071,S
瑶,48.22%,1.08%,1.27%,48.10467735258181,C
アーサー,52.13%,1.61%,0.16%,56.57581358338325,A
少司縁,48.78%,1.15%,1.06%,49.077722028763745,C
エリン,51.52%,1.59%,0.17%,55.07207686102794,A
虞美人,52.33%,1.57%,0.18%,56.99679185000581,A
孫悟空,50.46%,1.50%,0.28%,52.597247223689116,B
伽羅,53.97%,1.48%,0.30%,61.368997885374554,S
魯班7号,50.78%,1.54%,0.14%,53.27000455226672,B
カイザー,50.85%,1.51%,0.14%,53.34942599741476,B
呂布,47.46%,1.45%,0.14%,46.9418935306869,C
瀾,48.98%,1.17%,0.54%,49.0937708848351,C
女媧,52.63%,1.10%,0.51%,56.859379142691026,A
夏侯惇,51.32%,1.23%,0.23%,53.76993180016105,B
ミーユエ,49.89%,0.83%,0.91%,50.337631559439124,B
バイロン,48.89%,1.18%,0.10%,48.62629185617251,C
宮本武蔵,51.31%,1.11%,0.21%,53.44087667545186,B
公孫離,46.43%,0.99%,0.43%,44.5259923098813,D
甄姫,51.64%,1.12%,0.09%,54.13959058329367,B
